date,data_source,cpi,Alimentos y Bebidas No Alcohólicas,Bebidas Alcohólicas y Tabaco,Bienes y Servicios Diversos,"Muebles, Bienes y Servicios Domésticos",Prendas de Vestir y Calzado
2025-03-07,2025_03.csv,112.55243460583091,112.25010933545379,108.45162739407783,115.74911104009648,109.96129903660336,113.00333795833694
2025-03-08,2025_03.csv,112.65810850644263,112.45945670008433,108.7018498701407,115.70273981135368,109.90483950506125,113.00333795833694
2025-03-09,2025_03.csv,112.66162924124313,112.34389372004992,108.75525163582869,115.82325684862272,110.29023601086601,113.00333795833694
2025-03-10,2025_03.csv,112.67507182200676,112.37185543640966,108.75525163582869,115.8184218751249,110.280415944769,113.00333795833694
2025-03-11,2025_03.csv,112.67653396049816,112.37185543640966,108.75525163582869,115.8184218751249,110.29223088951954,113.00333795833694
2025-03-12,2025_03.csv,112.651850206508,112.32267778129345,108.70717728061233,115.86819798044039,110.25679180257329,113.00333795833694
2025-03-13,2025_03.csv,112.67308123312904,112.35283715157858,108.7670513774599,115.89128123510923,110.25679180257329,113.00333795833694
2025-03-14,2025_03.csv,112.69436357964726,112.3785623433152,108.7857637250521,115.89128123510923,110.31156337003483,113.00333795833694
2025-03-15,2025_03.csv,112.69056636861282,112.4080345703081,108.7857637250521,115.76094011715561,110.31156337003483,113.00333795833694
2025-03-16,2025_03.csv,112.62223523536436,112.42284865913128,108.93907747402527,116.05860650122344,109.3016496991696,113.00333795833694
2025-03-17,2025_03.csv,112.61957654188697,112.41574593101835,108.93907747402527,116.0667625558184,109.3016496991696,113.00333795833694
2025-03-18,2025_03.csv,112.61957654188697,112.41574593101835,108.93907747402527,116.0667625558184,109.3016496991696,113.00333795833694
2025-03-19,2025_03.csv,112.65126097739885,112.48028473345232,108.96640976719831,116.0326245562919,109.30887433753608,113.00333795833694
2025-03-20,2025_03.csv,112.65312113682893,112.50712936737577,108.9906453340648,115.94304379789119,109.3121607299561,113.00333795833694
2025-03-21,2025_03.csv,112.69370029537706,112.56718233197375,109.11601549675451,115.95731279133379,109.33692457761892,113.00333795833694
2025-03-22,2025_03.csv,112.73303048519792,112.61391577408477,109.2109777773461,116.03467947682438,109.33692457761892,113.00333795833694
2025-03-23,2025_03.csv,112.76636952802383,112.64085588260753,109.24987061779257,116.15053671362152,109.33692457761892,113.00333795833694
2025-03-24,2025_03.csv,112.80505253372046,112.64085588260753,109.24987061779257,116.15053671362152,109.6495061680589,113.00333795833694
2025-03-25,2025_03.csv,112.80505253372046,112.64085588260753,109.24987061779257,116.15053671362152,109.6495061680589,113.00333795833694
2025-03-26,2025_03.csv,112.84417692364755,112.69810719624344,109.25997031568446,116.19842831501548,109.649915938694,113.00333795833694
2025-03-27,2025_03.csv,112.99564849386606,112.81776181159128,109.32771385457632,116.71232553951978,109.69340376670227,113.00333795833694
2025-03-28,2025_03.csv,113.06908404028547,112.92408012680661,109.58800899941978,116.71744023736788,109.76959440644632,113.00333795833694
2025-03-29,2025_03.csv,113.21383666492832,113.14842103391776,109.65006131775894,116.84360586353728,109.77516594995929,113.00333795833694
2025-03-30,2025_03.csv,113.36764818882531,113.22326763564851,109.64461556426515,117.41649245341783,109.97432871898896,113.00333795833694
2025-03-31,2025_03.csv,113.39465962058053,113.23112982213395,109.64461556426515,117.55196599850584,109.98937733912435,113.00333795833694
2025-04-01,2025_04.csv,113.39465962058053,113.23112982213395,109.64461556426515,117.55196599850584,109.98937733912435,113.00333795833694
2025-04-02,2025_04.csv,113.78105658504023,113.58607480756105,109.70598764176312,118.30394147444653,110.58928676127861,113.00333795833694
2025-04-03,2025_04.csv,113.86523542303483,113.63351921581213,109.71020110266869,118.48228732799339,110.8362672848847,113.00333795833694
2025-04-04,2025_04.csv,113.89958262484045,113.69039343535805,109.71020110266869,118.51509307749689,110.81994791564868,113.00333795833694
2025-04-05,2025_04.csv,114.11547028627463,114.05694617446294,109.83016143985999,118.54411240280452,110.87964901487277,113.00333795833694
