date,month,data_source,cpi
2025-10-15,2025-10,2025_10.csv,134.451312
2025-10-16,2025-10,2025_10.csv,134.498801
2025-10-17,2025-10,2025_10.csv,134.43441
2025-10-18,2025-10,2025_10.csv,134.413232
2025-10-19,2025-10,2025_10.csv,134.405737
2025-10-20,2025-10,2025_10.csv,134.414176
2025-10-21,2025-10,2025_10.csv,134.410704
2025-10-22,2025-10,2025_10.csv,134.405879
2025-10-23,2025-10,2025_10.csv,134.425033
2025-10-24,2025-10,2025_10.csv,134.426059
2025-10-25,2025-10,2025_10.csv,134.36977
2025-10-26,2025-10,2025_10.csv,134.387658
2025-10-27,2025-10,2025_10.csv,134.392108
2025-10-28,2025-10,2025_10.csv,134.394799
2025-10-29,2025-10,2025_10.csv,134.429661
2025-10-30,2025-10,2025_10.csv,134.44479
2025-10-31,2025-10,2025_10.csv,134.481926
2025-11-01,2025-11,2025_11.csv,134.223058
2025-11-02,2025-11,2025_11.csv,134.763589
2025-11-03,2025-11,2025_11.csv,134.726735
2025-11-04,2025-11,2025_11.csv,134.726662
2025-11-05,2025-11,2025_11.csv,134.739972
2025-11-06,2025-11,2025_11.csv,134.868746
2025-11-07,2025-11,2025_11.csv,134.868101
2025-11-08,2025-11,2025_11.csv,134.486999
2025-11-09,2025-11,2025_11.csv,134.415064
2025-11-10,2025-11,2025_11.csv,134.394294
2025-11-11,2025-11,2025_11.csv,134.405621
2025-11-12,2025-11,2025_11.csv,134.307233
2025-11-13,2025-11,2025_11.csv,134.337208
2025-11-14,2025-11,2025_11.csv,134.318432
2025-11-15,2025-11,2025_11.csv,134.332437
2025-11-16,2025-11,2025_11.csv,134.334114
2025-11-17,2025-11,2025_11.csv,134.26618
2025-11-18,2025-11,2025_11.csv,134.257962
2025-11-19,2025-11,2025_11.csv,134.217737
2025-11-20,2025-11,2025_11.csv,134.220733
2025-11-21,2025-11,2025_11.csv,134.077032
2025-11-22,2025-11,2025_11.csv,134.076868
2025-11-23,2025-11,2025_11.csv,134.065804
2025-11-24,2025-11,2025_11.csv,134.048939
2025-11-25,2025-11,2025_11.csv,134.040144
2025-11-26,2025-11,2025_11.csv,133.644245
2025-11-27,2025-11,2025_11.csv,133.643096
2025-11-28,2025-11,2025_11.csv,133.611084
2025-11-29,2025-11,2025_11.csv,133.621142
2025-11-30,2025-11,2025_11.csv,133.66363
2025-12-01,2025-12,2025_12.csv,133.234875
2025-12-02,2025-12,2025_12.csv,133.23345
2025-12-03,2025-12,2025_12.csv,133.478665
2025-12-04,2025-12,2025_12.csv,133.884903
2025-12-05,2025-12,2025_12.csv,133.962212
2025-12-06,2025-12,2025_12.csv,133.906113
2025-12-07,2025-12,2025_12.csv,133.762434
2025-12-08,2025-12,2025_12.csv,133.480713
2025-12-09,2025-12,2025_12.csv,133.495179
2025-12-10,2025-12,2025_12.csv,133.388766
2025-12-11,2025-12,2025_12.csv,133.366218
2025-12-12,2025-12,2025_12.csv,133.330068
2025-12-13,2025-12,2025_12.csv,133.298405
2025-12-14,2025-12,2025_12.csv,133.290994
2025-12-15,2025-12,2025_12.csv,133.296681
2025-12-16,2025-12,2025_12.csv,133.286565
2025-12-17,2025-12,2025_12.csv,133.281137
2025-12-18,2025-12,2025_12.csv,133.1557
2025-12-19,2025-12,2025_12.csv,133.121618
2025-12-20,2025-12,2025_12.csv,133.0494
2025-12-21,2025-12,2025_12.csv,133.061179
2025-12-22,2025-12,Forward Fill,133.061179
2025-12-23,2025-12,2025_12.csv,133.051224
2025-12-24,2025-12,2025_12.csv,133.075013
2025-12-25,2025-12,2025_12.csv,133.081405
2025-12-26,2025-12,2025_12.csv,133.098723
2025-12-27,2025-12,2025_12.csv,133.105141
2025-12-28,2025-12,2025_12.csv,133.093659
2025-12-29,2025-12,2025_12.csv,133.115117
2025-12-30,2025-12,2025_12.csv,133.116875
2025-12-31,2025-12,2025_12.csv,133.094682
2026-01-01,2026-01,2026_01.csv,133.901559
2026-01-02,2026-01,2026_01.csv,133.903101
2026-01-03,2026-01,2026_01.csv,133.878662
2026-01-04,2026-01,2026_01.csv,133.88109
2026-01-05,2026-01,2026_01.csv,133.879141
