id_producto,producto,proveedor,categoria,Govt Cat.,,,,,,,,,,,,,,
7436969672863,Detergente en Polvo Floral Patito 150 G,Patito,Detergente,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7436969935007,Detergente en Polvo Skip 700 G,Skip,Detergente,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7450140180639,Agua Sin Gas Vital 2 Lt,Embol,Agua Vital,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140410015,Gelatina de Cereza Kris 250 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140508319,Tortilla Harina de Trigo Don Taco 360 G,Don Taco,Tortilla de Harina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140573855,Hielo en Cubito Oriental 3 K,Oriental,Hielo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140639391,Levadura Fleishmann 20 G,Fleishmann,Levadura,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140704927,Pan Molde Negro Grande Victoria 630 G,Victoria,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140868767,Gelatina de Frambuesa Kris 250 G,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450140967071,Nachos de Maiz Mexican Food 400 G,Mexican Food,Nachos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450141032607,Pan Molde Integral con Avena Jenecheru de 700 gr,Jenecheru,Molde Integral,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450141393055,Champinones en Lata Norte 184 G,Norte,ChampiÃ±ones,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450141687967,Pan de Leche Chico Victoria 140 G,Victoria,Pan de Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450141720735,Papas Fritas Grande Krosty 180 G,Krosty,Papa Fritas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450142113951,Palitos Integrales con Queso Jenecheru,Jenecheru,Palitos con Queso,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450142343327,Mayonesa Regular Kris 500 G,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450142539935,Mayonesa sabor Limon Kris 125 G,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450143817887,Quinua Real El Cocinero 400 G,El Cocinero,Quinua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450143916191,Ketchup Kris de 60 G,Kris,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450144047263,Pan Molde Integral con Avena Jenecheru 500 G,Jenecheru,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450144211103,Servilleta de Papel Nacional de 200 Uni,Nacional,Nacional,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
7450144276639,Pan Molde Blanco Chico Victoria de 280 gr,Victoria,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450144997535,Pimienta Molida El Cocinero de 30 gr,El Cocinero,Pimienta Molida,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450145063071,Harina Princesa de 1 K,Princesa,Harina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450145620127,Salsa Picante Brixy 150 Ml,Brixy,Salsa Picante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450145685663,Yerba Buen Dia 250 G,Buen Dia,Yerba,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450145718431,Papa Rayada Krosty 300 G,Krosty,Papa Rayada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450145915039,Te con Canela Miki  20 Uni,Miki,Te,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450146013343,Jalapenos Brixy 370 G,Brixy,JalapeÃ±os,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450146046111,Maiz para Pipoca El Cocinero de 400 gr,El Cocinero,Maiz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450146439327,Comino Molido El Cocinero 30 G,El Cocinero,Comino Molido,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450146537631,Frejol Negro El Cocinero de 440 G,El Cocinero,Frejol,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450146799775,Pepinillo Entero Brixy de 450 G,Brixy,Pepinillo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450146898079,Canela en Rama El Cocinero de 20 G,El Cocinero,Canela,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450147127455,Papel Higienico Premier Soft 12 Uni,Premier Soft,Papel Higienico,Bienes y Servicios Diversos,,,,,,,,,,,,,,
7450147356831,Oregano El Cocinero de 12 G,El Cocinero,Oregano,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450147881119,Salsa de Soya Sakura 500 Ml,Sakura,Salsa Soya,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450147979423,Mostaza Kris de 1000 G,Kris,Mostaza,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450148307103,Maiz para Pipoca El Cocinero 1000 G,El Cocinero,Maiz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450148896927,Ajo Puro Molido El Cocinero 30 G,El Cocinero,Ajo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149126303,Crema de Choclo Kris de 75 gr,Kris,Crema de Choclo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149355679,Salsa Soya Sakura de 250 Ml,Sakura,Salsa Soya,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149453983,Pan Hamburguesa 1/4 Libra Jenecheru,Jenecheru,Pan de Hamburguesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149585055,Gelatina de Fresa Miki 250 G,Miki,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149650591,Polvo de Hornear Royal Kris 57 G,Kris,Polvo de Hornear,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450149748895,Salsa Tomate Lazzaroni 200 G,Lazzaroni,Salsa de Tomate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450150240415,Mayonesa Picante Kris 230 G,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450151747743,Ketchup Kris de 500 G,Kris,Ketchup,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450151878815,Mayonesa Light Kris 200 G,Kris,Mayonesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450152009887,Pan Molde Negro Grande Fidalga,Fidalga,Pan Molde,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7450152796319,Pan Molido Fidalga de 500 gr,Fidalga,Pan Molido,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7453763371167,Leche Saborizada Frutilla Delizia de 150 ml,Delizia,Leche Saborizada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
7453763436703,Gaseosa Sprite 2 L,Embol,Gaseosa Sprite,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194463101087,Salsa La Costeña Picante 140 ML,La Costeña,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194468475039,Salsa La Costeñaa Dip Mild 453 Gr,La Costeña,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194470965407,Salsa La Costeña Casera Mexicana 220 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194471489695,Salsa La Costeña Verde 220 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194472865951,Salsa La Costeña Casera Mexicana 450 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194472964255,Salsa La Costeña Verde 450 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194473062559,Salsa La Costeña Ranchera 450 Gr,La Costeña,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194473357471,Salsa La Costeña Frijoles Bayos Refritos Con Chorizo 440 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194473816223,Salsa La Costeña Frijoles Bayos Refritos 400 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194474930335,Salsa La Costeña Frijoles Bayos Refritos 580 Gr,La Costeña,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194476568735,Salsa La Costeña Frijoles Negros Refritos 400 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194477289631,Salsa La Costeña Frijoles Negros Refritos 580 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194480664735,Salsa La Costeña Rajas De Jalapeño 380 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194482499743,Salsa La Costeña Rajas De Jalapeño 820 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194482860191,Salsa La Costeña Jalapeños Enteros 780 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194483351711,Salsa La Costeña Jalapeños Enteros 380 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194483843231,Salsa La Costeña Frijoles Negros Enteros 400 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194484203679,Salsa La Costeña Serranos Enteros 380 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194484334751,Salsa La Costeña Nachos De Jalapeños 380 Gr,La CosteÃ±a,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9194484498591,Salsa La Costeña Nachos De Jalapeño 820 Gr,La Costeña,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9197934510239,Huevo Marron Mediano Sofia 12 U,Sofia,Huevos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9197935198367,Huevo Marron Grande Sofia 30 U,Sofia,Huevos,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
9197936935071,Leche Entera EBA UHT Bolsa 946 Ml,EBA,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10628748738719,Durazno La Colina,Fidalga,,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10628750868639,Maicena Paladio,Fidalga,,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713715441823,Mocochinchi Casa del Camba,Casa del Camba,Mocochinchi,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713717145759,Chicha Casa del Camba,Casa del Camba,Chicha Camba,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713717833887,Pepsi Black,Pepsi,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713718784159,Nuggets Fridosa,Fridosa,Nuggets,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713720160415,Jamon Sandwichero,Fridosa,Jamon,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713720684703,Jamon Colonia Piray,Colonia Pirai,Jamon,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713721077919,Avena Instantanea,Princesa,Avena Instantanea,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10713747488927,Gaseosa Coca - Cola Original 1.5 Lt,Embol,Gaseosa Coca Cola 1.5 Lt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717329948831,Mejillones Natural,Fidalga,Mejillones,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717330636959,Atun Van Camps,Fidalga,Atun,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717330964639,Atun Van Camps Agua Lomito,Fidalga,Atun en Agua,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717331849375,Lomitos de Atun,Fidalga,Lomitos de AtÃºn,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717332013215,Lomitos de Atun,Fidalga,Lomitos de AtÃºn,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717332897951,Atun Desmenuzado Norte,Fidalga,Atun,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10717333291167,Atún en Aceite Girasol,Fidalga,Atun en Aceite,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824897167519,Gelatina Naranja Kris 250 Gr,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824898216095,Gelatina Piña Kris 250 Gr,Kris,Gelatina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824898478239,Leche Descramada Pil Calcifem,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824898609311,Leche Descremada Proteplus,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824898969759,Leche Nutrimente Chocolate Pil,Pil,Leche Nutrimente,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824899100831,Leche Nutrimente Frutilla Pil,Pil,Leche Nutrimente,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824899330207,Yogurt Bebible Durazno Pil 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824899559583,Yogurt Bebible Mora Pil 1 L,Pil,Yogurt,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824901558431,Dulce de Leche,Pil,Dulce de Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824902082719,Nectar Frutts Durazno Tetra 1 L,Pil,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824902541471,Nectar Frutts Manzana Pura Vida Tetra,Pil,Nectar de Frutas,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824903196831,Gatorade Fruto Rojo 400 Ml,CBN,Bebida Hridratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824903262367,Gatorade Mora Azul 400 ML,CBN,Bebida Hridratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824903884959,Refresco Durazno Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824904048799,Refresco Frambuesa Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824905130143,Refresco Frutilla Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824905293983,Refresco Limon Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824905359519,Refresco Mocochinchi Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824905457823,Refresco Naranja Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824905588895,Refresco Uva Kris 20 G,Kris,Refresco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10824906047647,Lavandina Mr Cloro 1 L,Mr Cloro,Lavandina,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10825161539743,Leche Polvo Bonle 2 Kg,Bonle,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10825161867423,Leche Instantánea Pil Light 760 Gr,Pil,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10825162162335,Leche Polvo Bonle 800 G,Bonle,Leche,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10825164128415,Nescafe Tradicao 160 G,Fidalga,Cafe,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10825164914847,Nescafe Original 160 G,Fidalga,Cafe,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10825165176991,Toddy Frasco 200 G,Nestle,Toddy,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10831065055391,Cerveza Skol Golden 269 ML,CBN,Cerveza,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10831090548895,Gaseosa Pepsi Black 3 L,CBN,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10831153463455,Gaseosa Oriental Papaya 3 L,Fidalga,Gaseosa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10831230730399,Suerox Frutos Rojos Tropicales 630 ML,Fidalga,Suero Hidradante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10831273820319,Suerox Uva 630 ML,Fidalga,Suero Hidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10832967598239,Suerox Mora Azul 630 ML,Fidalga,Suerox Hidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10832971464863,Suerox Fresa Kiwi 630 ML,Fidalga,Suerox Hidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10832973398175,Suerox Naranja Mandarina 630 ML,Fidalga,Suerox Hidratante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10836801749151,Salsa Barbacoa Kris 430 G,Kris,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10836816724127,Salsa Golf Original Kris 380 G,Kris,Salsa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10836861386911,Yogurt Deslactosado Frutilla 1 L,Pil,Yogurt Deslactosado,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10836862337183,Yogurt Deslactosado Crema Americana 1 L,Pil,Yogurt Deslactosado,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10837609873567,Yogurt Bebible Frutilla Sachet 1 L,Delizia,Yogurt Bebible,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10837611577503,Yogurt Bebible Durazno Sachet 1 L,Delizia,Yogurt Bebible,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10846220189855,Cappuccino Caramelo 18 G,Colcafe,Cappuccino Caramelo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10846248435871,Cappuccino Clásico 18 Gr,Colcafe,Cappuccino Clasico,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10846248698015,Cappuccino Mocca 18 G,Colcafe,Cappuccino Mocca,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10846310498463,Ron Flor De Caña Gran Reserva 7 Años 750 Ml,Aj Vierci,Rn Flor de Caña,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10846310858911,Vino Catena Malbec 750 Ml,Aj Vierci,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10846313873567,Vino Finca La Linda Rose 750 Ml,Aj Vierci,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10846316691615,Vino Famiglia Bianchi Cabernet Sauvignon 750 Ml,Aj Vierci,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10846317248671,Vino Famiglia Bianchi Malbec 750 Ml,Aj Vierci,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10846323703967,Vino Blanco Marlo Dulce Bianchi 750 Ml,Aj Vierci,Vino,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10849140506783,Chocolate Cofler Block 110 Gr,Fidalga,Barra de Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849141162143,Bon o Bon Dulce de Leche 288 Gr,Arcor,Bon o Bon,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849141489823,Tableta Aireado Bon o Bon 67 Gr,Arcor,Barra de Chocolate,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849141784735,Chocolate Cofler Air Blanco 55 Gr,Arcor,Chocolate Cofler Air Blanco,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849159643295,Gaseosa Coca - Cola Original Combo x6,Embol,Combo Coca - Cola,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849159970975,Pack Coca Cola Sin Azúcar 300 Ml,Embol,Pack Coca - Cola Sin Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849160233119,Pack Naranja 300 Ml,Embol,Pack Naranja,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849161805983,Gaseosa Sprite Original Combo X6 300 Ml,Embol,Pack Sprite,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849162133663,Pack Aquarius Pera 300 Ml,Embol,Pack Aquarius Pera,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849162330271,Pack Aquarius Pomelo 300 Ml,Embol,Pack Aquarius Pomelo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849163116703,Pack Del Valle Manzana 300 Ml,Embol,Jugo del Valle,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849163378847,Pack Manzana Ades 200 Ml,Embol,Pack Manzana Ades,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849163739295,Pack Del Valle Durazno 300 Ml,Embol,Pack del Valle Durazno,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849164099743,Pack Del Valle Fresh Citrus 300 Ml,Embol,Pack del Valle Fresh Citrus,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849807564959,Cerveza Huari Lata 269 Ml,CBN,Cerveza Huari,Bebidas Alcohólicas y Tabaco,,,,,,,,,,,,,,
10849807728799,Leche Pil Chiquichoc Bolsa 140Ml,Pil,Leche Pil Chiquichoc,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849808089247,Gaseosa Coca Cola Sin Azúcar 300 Ml,Embol,Coca Cola Sin Azucar,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849808416927,Huevos Caisy 12 Unidades,Caisy,Huevo,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849882177695,Arroz Grano de Oro Caisy 5 Kg,Caisy,Arroz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849882538143,Arroz Favorito Tipo Estaquilla 1 Kg,Caisy,Arroz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849882701983,Arroz Familiar Grano Rico 1 Kg,Caisy,Arroz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10849883324575,Arroz Familiar Grano Rico 5 Kg,Caisy,Arroz,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850063876255,Mortadela Galantina Jardinera 1 Kg,Colonia Pirai,Mortadela,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850063974559,Chorizo Ahumado Gutfleisch 1 Kg,Gutfleisch,Chorizo Ahumado,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850064269471,Hamburguesa Fridosita Grill 55 gr,Fridosa,Hamburguesa,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850064466079,Entraña Fina Black 1 Kg,Fridosa,Entraña Fina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850064793759,Mortadela Jamonada Fridosa 1 Kg,Fridosa,Mortadela Jamonada,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850064924831,Tallarin Selecto Don Victorio 400 Gr,Don Victorio,Tallarin,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850065023135,Margarina Regia 210 Gr,Regia,Margarina,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850065121439,Activade Isotónico Frambuesa 1 Lt,Activade,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850065350815,Activade Isotónico Frutilla 1 Lt,Activade,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850065383583,Activade Isotónica Mora 1 Lt,Activade,Energizante,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850065776799,Life Tea Te Negro Durazno 500 Ml,Alca Group,Life Tea Te Negro,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850065842335,Life Tea Limon 500 Ml,Alca Group,Life Tea Limon,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850066563231,Sapolio Aroma Lavanda 360 Ml,Alicorp,Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850066628767,Sapolio Aroma Potporri Flores 360 Ml,Alicorp,Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850066759839,Sapolio Aroma Jardín Rosa 360 Ml,Alicorp,Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850066989215,Sapolio Aroma Arrullos Bebe 360 Ml,Alicorp,Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850068431007,Sapolio Aroma Antitabaco 360 Ml,Alicorp,Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850070659231,Limpiatodo Sapolio Coco 5 Lt,Alicorp,Limpiatodo Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850071019679,Limpiatodo Sapolio Melón 5 Lt,Alicorp,Limpiatodo Sapolio,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850071150751,Detergente Uno Aroma Floral 5 Kg,Alicorp,Detergente Uno,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850098708639,Lavandina Bristar Botella 1 Lt,Bristar,Lavandina,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850098970783,Vajillero Limón Bristar 2 Lt,Bristar,Vajillero Limon,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850099134623,Vajillero Limón Bristar 1050 Ml,Bristar,Vajillero Limon,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850100740255,Detergente Polvo Bristar Bolsa 1 Kg,Bristar,Detergente en Polvo,"Muebles, Bienes y Servicios Domésticos",,,,,,,,,,,,,,
10850290532511,Jugo del Valle Fresh Tropical Punch 2 L,Embol,Jugo del Valle Fresc,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850290729119,Aquarius Manzana 3 Lt,Embol,Aquarius Manzana,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
10850314125471,Gelatina Yeli Blueberry 110 Gr,Pil,Gelatina Yeli,Alimentos y Bebidas No Alcohólicas,,,,,,,,,,,,,,
