date,la_paz_cpi,cochabamba_cpi,santa_cruz_cpi,cpi
2025-09-12,134.747229,136.240005,136.123663,135.60811914728518
2025-09-13,134.742642,136.192952,136.115985,135.59399865062593
2025-09-14,134.740678,136.192834,136.069147,135.573783446888
2025-09-15,134.73003,136.197389,136.080108,135.57505112540122
2025-09-16,134.72226,136.200974,136.079046,135.57226943299028
2025-09-17,134.779635,136.24561,135.90024,135.52922140052294
2025-09-18,134.753208,136.188894,135.901296,135.5083065132709
2025-09-19,134.608033,136.05457,135.836891,135.39873647915653
2025-09-20,134.599609,136.082347,135.847436,135.40521345503166
2025-09-21,134.568394,136.070824,135.840823,135.38802763667007
2025-09-22,134.575222,136.062727,135.816092,135.3788675665832
2025-09-23,134.564478,136.051999,135.812407,135.37105414576644
2025-09-24,134.523944,136.003193,135.818503,135.34825094536754
2025-09-25,134.545459,136.002481,135.819678,135.35701169869813
2025-09-26,134.492215,136.013327,135.759273,135.31325132408136
2025-09-27,134.506709,135.997113,135.857184,135.35637266569682
2025-09-28,134.506709,135.997113,135.857184,135.35637266569682
2025-09-29,134.565589,136.039114,135.891011,135.40158304482367
2025-09-30,134.650221,136.136468,135.895203,135.45532742960188
2025-10-01,134.529459,136.04685,135.816449,135.3580383835586
2025-10-02,135.130131,136.618756,136.012815,135.78544923914612
2025-10-03,135.064737,136.475624,136.007946,135.7300504850199
2025-10-04,135.047257,136.452461,135.864888,135.65938718793302
2025-10-05,135.055101,136.485143,135.855681,135.66498618802018
2025-10-06,135.063053,136.48446,135.778699,135.6360369439629
2025-10-07,135.067931,136.522967,136.355653,135.88469768785984
2025-10-08,135.126187,136.492752,136.357081,135.90219539314728
2025-10-09,135.135262,136.488477,136.392532,135.91961485207213
2025-10-10,134.85494,136.206037,136.265694,135.7025333535156
2025-10-11,134.513645,135.903715,136.169368,135.4704034543048
2025-10-12,134.52097,135.882736,136.163548,135.46677725065172
2025-10-13,134.427483,135.761647,136.148846,135.4006001645253
2025-10-14,134.423402,135.774585,136.159829,135.40607340502862
2025-10-15,134.451312,135.800499,136.186217,135.43296436454517
2025-10-16,134.498801,135.801132,136.202675,135.45847971697935
2025-10-17,134.43441,135.815649,136.251069,135.45619499857065
2025-10-18,134.413232,135.825686,136.257515,135.45253849412336
2025-10-19,134.405737,135.868434,136.210312,135.43833877875014
2025-10-20,134.414176,135.858441,136.227973,135.44702073494622
2025-10-21,134.410704,135.826006,136.236883,135.4430558993306
2025-10-22,134.405879,135.835056,136.24336,135.4456140695874
2025-10-23,134.425033,135.832987,136.250565,135.4556887812563
2025-10-24,134.426059,135.817728,136.269233,135.46086682006643
2025-10-25,134.36977,135.706601,136.271217,135.41808885221354
2025-10-26,134.387658,135.743911,136.275504,135.4341102288397
2025-10-27,134.392108,135.74356,136.275797,135.43590337289191
2025-10-28,134.394799,135.739565,136.273509,135.43523034519401
2025-10-29,134.429661,135.770561,136.277575,135.4565695884533
2025-10-30,134.44479,135.807167,136.315643,135.48538494500843
2025-10-31,134.481926,135.818187,136.311858,135.50047578185797
2025-11-01,134.223058,135.604841,136.221848,135.32048108459844
2025-11-02,134.763589,136.232486,136.507141,135.77208837969084
2025-11-03,134.726735,136.209302,136.590127,135.78759000704528
2025-11-04,134.726662,136.211348,136.589901,135.78786530087217
2025-11-05,134.739972,136.199618,136.630977,135.8078247166521
2025-11-06,134.868746,136.337763,136.666532,135.8997603274425
2025-11-07,134.868101,136.298647,136.445684,135.8003185920492
2025-11-08,134.486999,135.824494,136.299053,135.49837429449286
2025-11-09,134.415064,135.848695,136.303806,135.47692321507606
2025-11-10,134.394294,135.837975,136.304475,135.4669971071673
2025-11-11,134.405621,135.841966,136.192983,135.42596381140237
2025-11-12,134.307233,135.760179,136.128686,135.34493960415404
2025-11-13,134.337208,135.765975,136.125655,135.35652828743105
2025-11-14,134.318432,135.743821,136.126872,135.34538729319456
2025-11-15,134.332437,135.749608,136.088092,135.33590473582154
2025-11-16,134.334114,135.752779,136.109061,135.34587271019893
2025-11-17,134.26618,135.712895,136.087454,135.3026016179674
2025-11-18,134.257962,135.712976,136.071406,135.2927489903916
2025-11-19,134.217737,135.651002,135.956872,135.21748089335358
2025-11-20,134.220733,135.537812,135.747613,135.10987542462118
2025-11-21,134.077032,135.537632,135.739069,135.0501137219174
2025-11-22,134.076868,135.494934,135.725439,135.03610034835867
2025-11-23,134.065804,135.510204,135.728066,135.03583119336346
2025-11-24,134.048939,135.501679,135.632844,134.9880909574989
2025-11-25,134.040144,135.487941,135.627142,134.97961819006963
2025-11-26,133.644245,135.218201,135.634542,134.7754872549426
2025-11-27,133.643096,135.229196,135.678326,134.79533233870995
2025-11-28,133.611084,135.218328,135.651948,134.76976535390648
2025-11-29,133.621142,135.237757,135.666399,134.78346608408458
2025-11-30,133.66363,135.269255,135.634561,134.79299452970088
2025-12-01,133.234875,134.845433,135.503002,134.48844957993248
2025-12-02,133.23345,134.843008,135.664197,134.55427115353683
2025-12-03,133.478665,135.05189,135.440631,134.5980159348411
2025-12-04,133.884903,135.328934,135.420051,134.8021424637107
2025-12-05,133.962212,135.276024,135.173601,134.71988089342767
2025-12-06,133.906113,135.269612,135.095489,134.66430751555725
2025-12-07,133.762434,134.802397,135.104349,134.5210220362273
2025-12-08,133.480713,134.800757,135.109498,134.41269304601482
2025-12-09,133.495179,134.79615,135.120381,134.42196702864373
2025-12-10,133.388766,134.684935,134.881946,134.25986949886885
2025-12-11,133.366218,134.660039,134.68602,134.16496287237203
2025-12-12,133.330068,134.606301,134.616707,134.11164214972266
2025-12-13,133.298405,134.598218,134.269334,133.95363146533288
2025-12-14,133.290994,134.600351,134.267852,133.9505338129179
2025-12-15,133.296681,134.620002,134.293818,133.96734416962667
